3454-55003-352  237.453537   46.887428   74.650497   49.996628  15.64   0.98  -0.26  22.59   0.24   1.15   9.03    9.7   11.5    6.3   -6.0    7.5 -272.6    1.9 -125.8
3375-55003-187  190.702164   35.383400  134.975861   81.542099  17.44   1.23  -0.15  26.82   0.23   0.96  10.10   23.9   26.0   10.5   -2.5   23.7  -87.5    3.6  -58.0
3375-55003-203  190.790146   34.802738  135.427582   82.123680  18.32   1.22  -0.20  25.78   0.28   0.99   9.67   35.8   37.4   11.5   -3.4   35.4 -141.9    7.7 -114.1
3454-55003-324  237.156143   46.396397   73.979179   50.309322  18.48   1.12  -0.20  23.73   0.24   0.96   9.77   37.6   37.0    1.4  -23.1   28.9 -210.3    6.6  -64.8
3375-55003-369  190.704529   37.391354  132.437241   79.577309  16.10   1.04  -0.26  23.65   0.23   1.14   9.43   12.6   15.7    9.5   -1.7   12.4 -224.4    2.1 -188.5
3375-55003-427  190.532745   36.590725  134.126770   80.334366  17.68   1.20  -0.04  23.42   0.25   0.87   7.92   26.1   28.2   11.1   -3.1   25.7  146.4    3.9  179.5
3375-55003-429  190.448563   36.589100  134.521378   80.321159  16.46   1.14  -0.20  25.92   0.22   1.11   9.88   14.8   17.7    9.7   -1.8   14.6  241.8    2.5  274.7
3375-55003-568  192.024277   37.352455  126.666084   79.751564  17.31   1.15  -0.19  26.41   0.21   1.11  10.34   22.5   24.7   10.4   -3.2   22.1 -180.3    3.7 -142.1
3375-55003-590  192.514694   36.223988  124.690765   80.899551  15.88   1.20  -0.12  25.28   0.22   0.91   8.92   11.6   14.7    9.0   -1.5   11.5  -22.5    2.1   13.0
3454-55003-290  237.066544   45.368477   72.425941   50.596542  16.28   0.89  -0.29  20.39   0.25   1.22   8.70   12.5   13.5    5.6   -7.6    9.7 -182.8    2.7  -39.0
3454-55003-249  237.383545   45.359833   72.339821   50.380501  16.69   1.13  -0.19  26.55   0.22   1.04  10.13   16.5   16.9    4.8  -10.1   12.7 -149.4    2.8   -5.1
3454-55003-234  238.418640   45.102081   71.724518   49.715881  17.13   1.23  -0.05  23.67   0.24   0.84   8.46   20.3   20.2    3.9  -12.4   15.5 -220.2    3.4  -74.4
3454-55003-092  239.362335   45.734734   72.491531   48.948299  16.31   1.07  -0.27  24.50   0.23   1.07   9.68   13.9   14.6    5.3   -8.7   10.5 -255.0    2.4 -106.5
3454-55003-049  239.978989   45.642284   72.237335   48.540852  16.79   1.14  -0.17  25.73   0.24   1.01  10.13   17.7   17.9    4.4  -11.2   13.3 -191.7    2.7  -42.3
3454-55003-010  240.796341   45.639473   72.090233   47.977848  15.94   1.21  -0.06  23.08   0.27   0.84   8.55   11.7   12.7    5.6   -7.4    8.7    8.1    2.4  159.0
3313-54999-030  216.328598    8.124519  356.757080   60.763596  15.52   1.20  -0.23  26.87   0.22   1.04  10.43    9.9    9.2    3.2    0.3    8.6  -82.3    1.9  -77.4
3480-54999-615  252.611710   32.271530   53.972836   38.501396  16.38   1.13  -0.23  26.11   0.22   1.05   9.71   14.3   12.8    1.4   -9.0    8.9 -149.5    1.8    2.1
3480-54999-614  252.642700   32.451752   54.205345   38.509136  16.60   1.19  -0.05  23.72   0.24   0.84   7.83   15.8   14.1    0.8  -10.0    9.9 -125.1    1.8   26.9
3480-54999-612  252.894836   32.550247   54.379044   38.318356  16.05   1.13  -0.08  22.48   0.25   0.86   7.51   12.3   11.2    2.4   -7.8    7.6  -57.6    1.5   95.1
3480-54999-591  252.774246   31.417061   52.937729   38.200985  17.38   1.22  -0.18  28.12   0.22   1.01  10.10   23.2   20.7   -3.0  -14.6   14.4  114.5    3.0  264.9
3480-54999-549  252.386246   32.253452   53.904713   38.685360  16.15   1.21  -0.15  27.18   0.21   0.98   9.84   13.2   11.9    1.9   -8.3    8.2  -33.8    1.6  117.3
3480-54999-548  252.583557   32.143433   53.806347   38.500774  17.11   1.24  -0.17  26.91   0.20   0.97   9.72   20.5   18.2   -1.5  -13.0   12.8 -114.4    2.2   36.9
3480-54999-526  252.095291   32.726818   54.445362   39.012486  17.16   1.16  -0.25  27.31   0.22   1.09   9.96   20.5   18.3   -1.2  -12.9   12.9 -294.5    2.7 -143.1
3480-54999-509  252.240952   31.538801   52.975925   38.670856  15.93   1.20  -0.10  26.36   0.23   0.93   9.05   11.9   10.8    2.4   -7.4    7.4 -234.0    1.5  -84.4
3480-54999-497  252.064850   31.592396   53.006195   38.828426  18.56   1.04  -0.01  25.99   0.29   0.79   8.17   39.1   36.0  -10.3  -24.3   24.5    9.5    6.6  158.8
3480-54999-490  251.723907   31.841173   53.249847   39.160313  15.93   1.19  -0.09  24.64   0.24   0.83   8.10   11.9   10.8    2.5   -7.4    7.5 -139.9    1.4    9.2
3480-54999-408  251.322784   32.772129   54.357029   39.660183  17.14   1.21  -0.16  26.39   0.23   0.90   9.07   20.8   18.6   -1.3  -13.0   13.3  -36.5    2.3  113.5
3480-54999-353  249.993332   31.932013   53.021801   40.622089  17.30   1.17  -0.22  26.12   0.22   1.04   9.68   22.4   20.0   -2.2  -13.6   14.6 -141.5    3.0    4.3
3313-54999-059  215.594574    7.794045  355.228485   61.055820  18.50   1.25  -0.01  19.71   0.29   1.14   9.90   38.0   34.9  -10.3    1.5   33.3   -0.0    7.9    2.1
3313-54999-370  214.496521    9.803404  356.711090   63.231987  15.53   1.10  -0.25  25.06   0.22   1.11   9.79    9.7    9.4    3.6    0.2    8.6  -97.4    1.8  -92.3
3313-54999-395  214.322464    9.006408  355.182831   62.803104  17.73   1.22  -0.15  26.08   0.19   0.99   9.60   27.2   24.6   -4.4    1.0   24.2  -78.2    4.3  -75.9
3313-54999-410  214.876389   10.043700  357.665375   63.120960  15.81   1.20  -0.23  27.13   0.22   1.07  10.11   11.3   10.5    2.9    0.2   10.1  -43.7    2.1  -36.9
3313-54999-411  214.892166    9.491503  356.798767   62.734154  16.05   1.15  -0.19  26.04   0.22   1.07   9.72   12.6   11.4    2.3    0.3   11.2   40.3    2.1   45.5
3313-54999-345  213.778946    9.275649  354.771667   63.373917  18.93   1.20  -0.14  26.53   0.13   0.97  10.32   47.5   44.5  -13.2    1.9   42.5  -36.8    9.2  -35.1
3313-54999-316  213.772324    8.448969  353.479584   62.789680  18.66   1.18  -0.10  24.42   0.29   0.90   9.61   41.8   38.9  -11.0    2.2   37.2 -144.4    8.2 -145.1
3467-54999-031  243.278427   37.917053   60.520172   46.683548  16.36   1.14  -0.22  25.11   0.23   1.00   9.93   14.2   13.7    3.2   -8.5   10.3 -286.8    2.3 -143.7
3467-54999-044  243.226059   38.350212   61.151073   46.729973  19.16   1.20  -0.19  24.60   0.11   0.87   8.74   52.8   50.7   -9.5  -31.7   38.4 -165.1   13.1  -21.3
3467-54999-050  243.049042   38.380222   61.193573   46.868965  16.02   0.90  -0.30  21.07   0.26   1.18   8.71   11.1   11.3    4.4   -6.6    8.1  -25.7    2.2  117.8
3467-54999-055  242.928345   38.730343   61.705952   46.963856  16.57   1.21  -0.17  26.51   0.23   1.04  10.12   16.0   15.4    2.8   -9.6   11.7   54.4    2.6  198.2
3467-54999-100  242.774902   38.240040   60.986481   47.083340  18.01   1.24  -0.09  23.68   0.28   0.90   8.68   31.0   29.4   -2.2  -18.5   22.7 -240.8    5.8  -98.1
3467-54999-139  242.140366   38.822178   61.848259   47.577438  19.00   1.23  -0.21  25.70   0.17   1.22  10.20   49.0   47.1   -7.6  -29.2   36.2 -168.9   10.9  -26.5
3467-54999-164  241.507294   38.435379   61.281536   48.076866  17.84   1.23  -0.09  24.47   0.27   0.90   8.96   28.7   27.2   -1.2  -16.8   21.4 -192.7    4.5  -52.2
3467-54999-255  240.683273   38.600773   61.548756   48.718391  16.45   1.17  -0.01  20.01   0.31   0.76   7.14   14.8   14.4    3.4   -8.6   11.1 -352.4    2.4 -213.2
3467-54999-257  240.548645   38.769062   61.808357   48.818829  17.61   1.23  -0.09  23.46   0.25   0.84   8.63   25.8   24.5   -0.0  -15.0   19.4 -155.8    4.0  -16.6
3467-54999-292  240.365723   38.941486   62.077503   48.955589  16.39   1.21  -0.17  25.99   0.23   1.00   9.47   14.7   14.4    3.5   -8.5   11.1  -67.8    2.7   71.4
3467-54999-333  240.735016   39.427574   62.798447   48.651051  16.25   1.10  -0.25  25.09   0.23   1.12   9.69   13.5   13.4    3.9   -7.9   10.1   44.3    2.3  185.0
3467-54999-353  240.725754   39.681023   63.182178   48.647209  16.48   1.23  -0.15  27.05   0.23   0.94   9.76   15.3   15.0    3.4   -9.0   11.5   12.3    2.3  153.5
3467-54999-371  240.871506   39.408745   62.763657   48.546448  15.58   1.26  -0.15  26.20   0.20   0.96   9.42   10.1   10.9    4.9   -6.0    7.6 -169.3    1.8  -28.3
3313-54999-205  214.645386    7.460231  353.346405   61.477673  19.16   1.11  -0.05  24.90   0.27   0.86   8.23   51.6   48.3  -16.5    2.9   45.3   16.6   11.0   15.2
3313-54999-200  214.497482    8.328424  354.407623   62.201855  19.09   1.18  -0.04  24.41   0.29   0.96   8.19   50.0   46.8  -15.2    2.3   44.2  -18.5    9.8  -17.7
3313-54999-140  214.836761    7.254382  353.335449   61.197731  19.03   1.20  -0.20  24.96   0.17   0.99   9.55   49.6   46.3  -15.7    2.8   43.4  -29.6   11.7  -31.1
3313-54999-130  214.779083    7.616785  353.773926   61.498402  17.26   1.10  -0.23  27.07   0.22   1.08  10.23   21.5   19.0   -2.2    1.1   18.9 -131.8    3.6 -132.4
3313-54999-429  214.427414    9.363360  355.902588   62.977970  15.63   1.13  -0.25  25.54   0.21   1.10   9.56   10.1    9.7    3.4    0.3    9.0 -152.8    2.0 -149.2
3313-54999-440  214.572281    8.820766  355.271606   62.496990  18.82   1.20  -0.12  26.73   0.18   0.81   8.27   45.2   42.1  -12.8    1.7   40.1  -61.2    9.9  -58.8
3313-54999-452  215.044266    9.919985  357.710022   62.915462  16.28   1.18  -0.19  27.07   0.21   1.00   9.84   14.0   12.6    1.6    0.3   12.5  144.8    2.3  151.7
3480-54999-051  251.998825   30.812384   52.010983   38.729965  16.50   1.23  -0.10  24.74   0.26   0.93   9.30   15.5   13.6    0.6   -9.5    9.7   82.3    2.1  230.1
3480-54999-055  252.346146   30.451153   51.637615   38.363171  16.92   0.99  -0.31  21.65   0.24   1.16   8.86   17.5   15.3   -0.5  -10.8   10.9 -131.0    2.6   16.8
3480-54999-134  251.286194   30.280844   51.180828   39.222614  17.61   1.11  -0.18  26.74   0.25   0.94  10.17   25.3   22.5   -4.3  -15.3   16.0  -20.2    3.7  125.1
3480-54999-148  251.760635   30.879923   52.043140   38.943855  17.51   1.21  -0.18  26.20   0.25   1.03  10.18   24.7   22.0   -3.8  -15.2   15.5 -229.5    4.7  -82.1
3313-54999-534  215.406876    9.632115  357.772491   62.457481  16.31   1.18  -0.21  27.22   0.21   0.96   9.77   14.2   12.7    1.4    0.3   12.6  -57.2    2.4  -50.2
3313-54999-611  215.899368    9.403798  358.111847   61.944649  16.11   1.25  -0.17  27.52   0.21   0.96   9.72   12.9   11.6    1.9    0.2   11.4 -291.8    2.1 -284.2
3480-54999-208  251.006989   30.486446   51.378086   39.500149  17.37   1.24  -0.16  25.20   0.20   0.92   9.14   23.1   20.5   -3.1  -13.9   14.7 -170.0    3.5  -24.8
3480-54999-306  249.877487   31.251648   52.116756   40.598202  17.07   1.16  -0.12  24.20   0.26   0.90   8.96   20.1   17.8   -1.4  -12.0   13.1 -197.5    2.8  -53.2
3480-54999-330  250.413574   32.637844   54.015949   40.391708  15.83   1.08  -0.22  25.22   0.22   1.07   9.54   11.1   10.4    3.0   -6.9    7.2 -216.0    1.6  -68.1
3467-54999-626  243.394485   39.777760   63.230297   46.592827  16.68   1.22  -0.09  24.95   0.21   0.83   8.50   16.9   16.3    2.8  -10.3   12.2 -290.5    2.3 -144.0
3467-54999-606  243.764221   38.976418   62.064159   46.312866  17.09   1.22  -0.19  26.85   0.19   1.00   9.85   20.3   19.3    1.4  -12.4   14.7 -156.6    2.8  -10.7
3467-54999-572  243.422073   39.194588   62.381470   46.578060  16.03   1.18  -0.18  27.06   0.21   0.99   9.86   12.5   12.5    4.0   -7.6    9.1  -80.3    2.0   65.3
3467-54999-561  243.401855   39.338650   62.591240   46.592686  18.51   1.05  -0.11  28.71   0.24   0.90   9.88   38.3   36.5   -4.1  -23.3   27.8 -130.1    5.1   15.7
3467-54999-542  242.578186   39.568527   62.941963   47.225071  18.66   1.17  -0.00  23.08   0.16   0.92   7.78   40.9   39.2   -4.6  -24.8   30.1 -248.4    6.1 -103.8
3466-54998-495  240.011414   44.052109   69.854431   48.767700  17.38   1.13  -0.22  25.34   0.22   1.08   9.66   22.7   22.3    2.8  -14.1   17.1   -7.0    3.3  140.0
3466-54998-366  238.521683   44.015152   70.047188   49.831936  16.40   1.02  -0.33  21.92   0.24   1.16   8.78   13.8   14.3    5.0   -8.4   10.5 -276.2    2.4 -132.0
3466-54998-364  238.150589   44.384377   70.682083   50.032146  17.78   1.21  -0.19  26.53   0.21   0.93   9.93   28.0   27.4    2.1  -16.9   21.4 -275.8    4.7 -131.6
3466-54998-309  238.195023   42.758827   68.169228   50.256584  15.72   1.03  -0.20  18.83   0.27   0.93   7.27   10.6   11.6    5.5   -6.3    8.1 -385.8    2.0 -244.2
3466-54998-282  237.451889   43.720146   69.792999   50.641521  17.65   1.18  -0.16  26.37   0.20   0.96   9.60   26.3   25.7    2.2  -15.6   20.3 -288.1    5.1 -146.3
3466-54998-251  237.925323   44.073025   70.247185   50.244976  16.33   1.18  -0.20  26.90   0.22   1.05  10.21   14.3   14.8    4.9   -8.6   11.0 -171.4    2.5  -28.2
3466-54998-230  238.830765   42.825840   68.173073   49.785286  16.12   1.24  -0.05  22.81   0.25   0.86   8.53   12.7   13.3    4.9   -7.6    9.7   38.0    2.1  180.9
3466-54998-229  238.801437   43.166317   68.699860   49.759922  16.37   1.16  -0.05  23.54   0.24   0.85   8.52   14.2   14.6    4.7   -8.6   10.9 -288.0    2.2 -144.6
3367-54998-213  193.309509   46.613686  122.005295   70.511322  17.72   1.16  -0.10  25.56   0.22   0.86   9.10   27.1   29.6   12.8   -7.7   25.6  -46.7    3.9   22.0
3367-54998-250  193.174225   46.501900  122.278862   70.624756  15.82   1.33  -0.22  26.89   0.22   0.99  10.16   11.3   15.0   10.0   -3.2   10.7  101.9    2.0  170.1
3367-54998-271  192.294571   47.206570  124.049599   69.916779  16.72   1.17  -0.10  25.27   0.25   0.90   9.59   17.1   20.2   11.3   -4.9   16.1   24.1    2.7   93.0
3367-54998-306  192.083435   47.114491  124.476517   70.004448  17.09   1.22  -0.14  25.40   0.22   0.92   9.79   20.3   23.2   11.9   -5.7   19.1 -182.3    3.0 -114.0
3466-54998-471  239.895630   44.249809   70.169571   48.821434  15.75   1.26  -0.19  26.93   0.22   1.00   9.82   11.0   12.0    5.6   -6.8    8.2 -242.0    2.0  -94.9
3466-54998-166  238.792755   43.552883   69.293091   49.710285  17.49   1.18  -0.20  26.40   0.22   1.06  10.15   24.4   23.9    2.4  -14.8   18.6  -92.4    4.0   51.6
3367-54998-071  195.305862   46.962467  118.028786   70.072510  16.68   1.12  -0.17  25.89   0.23   1.08  10.39   16.8   19.7   10.7   -5.1   15.8 -154.6    2.6  -81.7
3466-54998-522  240.751419   44.258896   70.052818   48.213310  18.84   1.12  -0.09  23.14   0.33   0.86   7.47   44.5   43.4   -2.1  -27.9   33.2    1.6    7.5  150.3
3466-54998-530  240.788284   43.719494   69.244659   48.256863  15.59   1.21  -0.08  25.76   0.23   0.93   9.15   10.0   11.2    5.6   -6.2    7.4 -162.0    2.0  -14.1
3466-54998-572  241.281693   43.755219   69.233162   47.898655  15.52   1.19  -0.19  26.86   0.23   1.01   9.88    9.8   11.1    5.7   -6.2    7.3  -60.4    1.7   88.5
3466-54998-590  240.650131   44.637638   70.630875   48.232170  17.00   1.15  -0.17  27.13   0.22   1.01   9.87   19.5   19.4    3.7  -12.3   14.6 -213.7    2.8  -64.6
3466-54998-608  241.290741   44.426762   70.224968   47.808731  17.53   1.10  -0.23  24.16   0.22   1.15   9.81   24.4   23.9    2.5  -15.4   18.1 -108.0    3.3   41.9
3466-54998-627  240.771927   45.007339   71.160233   48.092636  16.99   1.21  -0.06  25.08   0.24   0.89   8.52   18.9   18.9    3.9  -12.0   14.1   21.2    2.4  171.1
3457-54984-570  253.566498   34.959831   57.523949   38.181450  16.19   1.21  -0.10  23.59   0.24   0.85   8.05   13.5   12.4    2.3   -8.9    8.3 -261.4    1.8 -103.4
3457-54984-030  254.454407   33.538078   55.911934   37.215405  15.60   1.20  -0.19  26.16   0.24   1.00  10.34   10.3    9.8    3.4   -6.8    6.2 -129.8    1.8   27.5
3457-54984-027  254.105667   33.833542   56.211838   37.554108  16.86   1.21  -0.19  26.75   0.24   1.03  10.36   18.3   16.4   -0.1  -12.1   11.2 -201.3    2.9  -44.1
3457-54984-533  253.224442   35.323643   57.927322   38.513901  16.73   1.23  -0.12  26.36   0.22   0.93   8.92   17.2   15.7    0.8  -11.4   10.7   27.1    2.4  185.1
3457-54984-527  253.505768   34.855343   57.382633   38.214069  17.68   1.23  -0.12  25.39   0.18   0.85   8.72   26.7   24.4   -3.3  -17.7   16.5 -159.2    3.5   -1.5
3457-54984-170  252.808014   33.375778   55.399117   38.537975  16.89   1.15  -0.02  20.28   0.25   0.81   7.48   18.1   16.2   -0.0  -11.6   11.3 -141.4    2.4   12.5
3457-54984-189  252.356186   33.364449   55.301746   38.907764  17.17   1.18  -0.18  25.93   0.22   1.00  10.16   21.1   18.9   -1.3  -13.5   13.2 -255.8    2.9 -102.8
3457-54984-368  252.272156   35.167934   57.582195   39.260174  17.81   1.22  -0.23  26.93   0.25   1.02   9.54   28.3   26.1   -3.8  -18.5   17.9 -213.6    4.7  -57.7
3457-54984-452  252.995605   34.992287   57.472061   38.648598  15.87   0.90  -0.32  19.97   0.26   1.18   8.14   10.3   10.1    3.7   -6.8    6.4  -98.1    1.7   58.9
3442-54983-634  249.005203   52.839054   80.865128   41.520016  16.72   0.92  -0.30  20.63   0.26   1.19   8.29   15.2   16.4    6.2  -11.3   10.1 -269.8    2.5  -97.4
3442-54983-633  248.777374   53.066299   81.194740   41.618320  17.49   1.18  -0.20  27.34   0.23   0.96   9.58   24.5   24.9    5.2  -18.1   16.3  -60.8    3.4  111.5
3442-54983-054  247.735794   52.045078   79.981773   42.413166  16.11   1.08  -0.19  25.44   0.23   1.12  10.28   12.6   14.1    6.4   -9.2    8.5 -299.9    2.3 -130.0
3442-54983-252  245.667908   51.740784   79.887321   43.723236  17.22   1.12  -0.15  26.68   0.22   0.96  10.05   21.6   22.1    5.3  -15.4   14.9 -221.9    3.1  -55.4
3442-54983-270  244.705048   52.859764   81.577217   44.063530  16.74   1.24  -0.22  25.57   0.23   1.03  10.20   17.3   18.3    6.2  -12.3   12.0 -176.9    2.6  -10.8
3442-54983-330  245.129272   53.981812   83.008141   43.556911  16.12   1.07  -0.20  25.85   0.21   1.10   9.62   12.7   14.4    6.9   -9.1    8.7 -193.6    1.9  -25.8
